learning_rate = 0.1
ml.tf_train(learning_rate=learning_rate, test=False, mode=mode, loops=5000)


percent test accuracy 0.773999989033, loop: 1380
percent test accuracy 0.77999997139, loop: 1390
percent test accuracy 0.783999979496, loop: 1400
percent test accuracy 0.77999997139, loop: 1410
percent test accuracy 0.77999997139, loop: 1420
percent test accuracy 0.782000005245, loop: 1430
percent test accuracy 0.77999997139, loop: 1440
percent test accuracy 0.783999979496, loop: 1450
percent test accuracy 0.782000005245, loop: 1460
percent test accuracy 0.783999979496, loop: 1470
percent test accuracy 0.786000013351, loop: 1480
percent test accuracy 0.782000005245, loop: 1490
percent test accuracy 0.783999979496, loop: 1500
percent test accuracy 0.783999979496, loop: 1510
percent test accuracy 0.783999979496, loop: 1520
percent test accuracy 0.77999997139, loop: 1530
percent test accuracy 0.77999997139, loop: 1540
percent test accuracy 0.776000022888, loop: 1550
percent test accuracy 0.776000022888, loop: 1560
percent test accuracy 0.77999997139, loop: 1570
percent test accuracy 0.77999997139, loop: 1580
percent test accuracy 0.782000005245, loop: 1590
percent test accuracy 0.777999997139, loop: 1600
percent test accuracy 0.77999997139, loop: 1610
percent test accuracy 0.776000022888, loop: 1620
percent test accuracy 0.773999989033, loop: 1630
percent test accuracy 0.777999997139, loop: 1640
percent test accuracy 0.783999979496, loop: 1650
percent test accuracy 0.77999997139, loop: 1660
percent test accuracy 0.782000005245, loop: 1670
percent test accuracy 0.782000005245, loop: 1680
percent test accuracy 0.782000005245, loop: 1690
percent test accuracy 0.782000005245, loop: 1700
percent test accuracy 0.783999979496, loop: 1710
percent test accuracy 0.782000005245, loop: 1720
percent test accuracy 0.77999997139, loop: 1730
percent test accuracy 0.77999997139, loop: 1740
percent test accuracy 0.782000005245, loop: 1750
percent test accuracy 0.777999997139, loop: 1760
percent test accuracy 0.777999997139, loop: 1770
percent test accuracy 0.77999997139, loop: 1780
percent test accuracy 0.77999997139, loop: 1790
percent test accuracy 0.783999979496, loop: 1800
percent test accuracy 0.777999997139, loop: 1810
percent test accuracy 0.782000005245, loop: 1820
percent test accuracy 0.786000013351, loop: 1830
percent test accuracy 0.782000005245, loop: 1840
percent test accuracy 0.782000005245, loop: 1850
percent test accuracy 0.776000022888, loop: 1860
percent test accuracy 0.783999979496, loop: 1870
percent test accuracy 0.783999979496, loop: 1880
percent test accuracy 0.777999997139, loop: 1890
percent test accuracy 0.782000005245, loop: 1900
percent test accuracy 0.777999997139, loop: 1910
percent test accuracy 0.77999997139, loop: 1920
percent test accuracy 0.783999979496, loop: 1930
percent test accuracy 0.773999989033, loop: 1940
percent test accuracy 0.783999979496, loop: 1950
percent test accuracy 0.783999979496, loop: 1960
percent test accuracy 0.783999979496, loop: 1970
percent test accuracy 0.783999979496, loop: 1980
percent test accuracy 0.783999979496, loop: 1990
percent test accuracy 0.782000005245, loop: 2000
percent test accuracy 0.783999979496, loop: 2010
percent test accuracy 0.787999987602, loop: 2020
percent test accuracy 0.786000013351, loop: 2030
percent test accuracy 0.786000013351, loop: 2040
percent test accuracy 0.790000021458, loop: 2050
percent test accuracy 0.777999997139, loop: 2060
percent test accuracy 0.773999989033, loop: 2070
percent test accuracy 0.776000022888, loop: 2080
percent test accuracy 0.776000022888, loop: 2090
percent test accuracy 0.776000022888, loop: 2100
percent test accuracy 0.777999997139, loop: 2110
percent test accuracy 0.786000013351, loop: 2120
percent test accuracy 0.783999979496, loop: 2130
percent test accuracy 0.776000022888, loop: 2140
percent test accuracy 0.787999987602, loop: 2150
percent test accuracy 0.773999989033, loop: 2160
percent test accuracy 0.776000022888, loop: 2170
percent test accuracy 0.772000014782, loop: 2180
percent test accuracy 0.776000022888, loop: 2190
percent test accuracy 0.773999989033, loop: 2200
percent test accuracy 0.773999989033, loop: 2210
percent test accuracy 0.776000022888, loop: 2220
percent test accuracy 0.772000014782, loop: 2230
percent test accuracy 0.776000022888, loop: 2240
percent test accuracy 0.782000005245, loop: 2250
percent test accuracy 0.772000014782, loop: 2260
percent test accuracy 0.772000014782, loop: 2270
percent test accuracy 0.776000022888, loop: 2280
percent test accuracy 0.777999997139, loop: 2290
percent test accuracy 0.77999997139, loop: 2300
percent test accuracy 0.777999997139, loop: 2310
percent test accuracy 0.77999997139, loop: 2320
percent test accuracy 0.773999989033, loop: 2330
percent test accuracy 0.77999997139, loop: 2340
percent test accuracy 0.77999997139, loop: 2350
percent test accuracy 0.77999997139, loop: 2360
percent test accuracy 0.782000005245, loop: 2370
percent test accuracy 0.783999979496, loop: 2380
percent test accuracy 0.782000005245, loop: 2390
percent test accuracy 0.782000005245, loop: 2400
percent test accuracy 0.773999989033, loop: 2410
percent test accuracy 0.782000005245, loop: 2420
percent test accuracy 0.77999997139, loop: 2430
percent test accuracy 0.783999979496, loop: 2440
percent test accuracy 0.77999997139, loop: 2450
percent test accuracy 0.776000022888, loop: 2460
percent test accuracy 0.777999997139, loop: 2470
percent test accuracy 0.782000005245, loop: 2480
percent test accuracy 0.777999997139, loop: 2490
percent test accuracy 0.773999989033, loop: 2500
percent test accuracy 0.77999997139, loop: 2510
percent test accuracy 0.77999997139, loop: 2520
percent test accuracy 0.768000006676, loop: 2530
percent test accuracy 0.773999989033, loop: 2540
percent test accuracy 0.777999997139, loop: 2550
percent test accuracy 0.769999980927, loop: 2560
percent test accuracy 0.776000022888, loop: 2570
percent test accuracy 0.776000022888, loop: 2580
percent test accuracy 0.777999997139, loop: 2590
percent test accuracy 0.773999989033, loop: 2600
percent test accuracy 0.776000022888, loop: 2610
percent test accuracy 0.777999997139, loop: 2620
percent test accuracy 0.777999997139, loop: 2630
percent test accuracy 0.776000022888, loop: 2640
percent test accuracy 0.777999997139, loop: 2650
percent test accuracy 0.777999997139, loop: 2660
percent test accuracy 0.776000022888, loop: 2670
percent test accuracy 0.773999989033, loop: 2680
percent test accuracy 0.776000022888, loop: 2690
percent test accuracy 0.776000022888, loop: 2700
percent test accuracy 0.776000022888, loop: 2710
percent test accuracy 0.776000022888, loop: 2720
percent test accuracy 0.769999980927, loop: 2730
percent test accuracy 0.76599997282, loop: 2740
percent test accuracy 0.777999997139, loop: 2750
percent test accuracy 0.773999989033, loop: 2760
percent test accuracy 0.772000014782, loop: 2770
percent test accuracy 0.773999989033, loop: 2780
percent test accuracy 0.763999998569, loop: 2790
percent test accuracy 0.777999997139, loop: 2800
percent test accuracy 0.77999997139, loop: 2810
percent test accuracy 0.777999997139, loop: 2820
percent test accuracy 0.777999997139, loop: 2830
percent test accuracy 0.776000022888, loop: 2840
percent test accuracy 0.776000022888, loop: 2850
percent test accuracy 0.782000005245, loop: 2860
percent test accuracy 0.776000022888, loop: 2870
percent test accuracy 0.77999997139, loop: 2880
percent test accuracy 0.77999997139, loop: 2890
percent test accuracy 0.777999997139, loop: 2900
percent test accuracy 0.77999997139, loop: 2910
percent test accuracy 0.77999997139, loop: 2920
percent test accuracy 0.782000005245, loop: 2930
percent test accuracy 0.777999997139, loop: 2940
percent test accuracy 0.776000022888, loop: 2950
percent test accuracy 0.773999989033, loop: 2960
percent test accuracy 0.776000022888, loop: 2970
percent test accuracy 0.776000022888, loop: 2980
percent test accuracy 0.777999997139, loop: 2990
percent test accuracy 0.772000014782, loop: 3000
percent test accuracy 0.776000022888, loop: 3010
percent test accuracy 0.773999989033, loop: 3020
percent test accuracy 0.776000022888, loop: 3030
percent test accuracy 0.777999997139, loop: 3040
percent test accuracy 0.776000022888, loop: 3050
percent test accuracy 0.77999997139, loop: 3060
percent test accuracy 0.776000022888, loop: 3070
percent test accuracy 0.776000022888, loop: 3080
percent test accuracy 0.77999997139, loop: 3090
percent test accuracy 0.777999997139, loop: 3100
percent test accuracy 0.776000022888, loop: 3110
percent test accuracy 0.777999997139, loop: 3120
percent test accuracy 0.777999997139, loop: 3130
percent test accuracy 0.777999997139, loop: 3140
percent test accuracy 0.773999989033, loop: 3150
percent test accuracy 0.773999989033, loop: 3160
percent test accuracy 0.776000022888, loop: 3170
percent test accuracy 0.776000022888, loop: 3180
percent test accuracy 0.777999997139, loop: 3190
percent test accuracy 0.777999997139, loop: 3200
percent test accuracy 0.777999997139, loop: 3210
percent test accuracy 0.776000022888, loop: 3220
percent test accuracy 0.776000022888, loop: 3230
percent test accuracy 0.776000022888, loop: 3240
percent test accuracy 0.776000022888, loop: 3250
percent test accuracy 0.777999997139, loop: 3260
percent test accuracy 0.772000014782, loop: 3270
percent test accuracy 0.773999989033, loop: 3280
percent test accuracy 0.772000014782, loop: 3290
percent test accuracy 0.772000014782, loop: 3300
percent test accuracy 0.777999997139, loop: 3310
percent test accuracy 0.777999997139, loop: 3320
percent test accuracy 0.77999997139, loop: 3330
percent test accuracy 0.77999997139, loop: 3340
percent test accuracy 0.77999997139, loop: 3350
percent test accuracy 0.776000022888, loop: 3360
percent test accuracy 0.776000022888, loop: 3370
percent test accuracy 0.776000022888, loop: 3380
percent test accuracy 0.777999997139, loop: 3390
percent test accuracy 0.782000005245, loop: 3400
percent test accuracy 0.77999997139, loop: 3410
percent test accuracy 0.777999997139, loop: 3420
percent test accuracy 0.776000022888, loop: 3430
percent test accuracy 0.77999997139, loop: 3440
percent test accuracy 0.773999989033, loop: 3450
percent test accuracy 0.776000022888, loop: 3460
percent test accuracy 0.772000014782, loop: 3470
percent test accuracy 0.769999980927, loop: 3480
percent test accuracy 0.769999980927, loop: 3490
percent test accuracy 0.776000022888, loop: 3500
percent test accuracy 0.773999989033, loop: 3510
percent test accuracy 0.773999989033, loop: 3520
percent test accuracy 0.769999980927, loop: 3530
percent test accuracy 0.777999997139, loop: 3540
percent test accuracy 0.77999997139, loop: 3550
percent test accuracy 0.77999997139, loop: 3560
percent test accuracy 0.782000005245, loop: 3570
percent test accuracy 0.776000022888, loop: 3580
percent test accuracy 0.77999997139, loop: 3590
percent test accuracy 0.769999980927, loop: 3600
percent test accuracy 0.772000014782, loop: 3610
percent test accuracy 0.773999989033, loop: 3620
percent test accuracy 0.772000014782, loop: 3630
percent test accuracy 0.773999989033, loop: 3640
percent test accuracy 0.777999997139, loop: 3650
percent test accuracy 0.772000014782, loop: 3660
percent test accuracy 0.776000022888, loop: 3670
percent test accuracy 0.768000006676, loop: 3680
percent test accuracy 0.768000006676, loop: 3690
percent test accuracy 0.777999997139, loop: 3700
percent test accuracy 0.769999980927, loop: 3710
percent test accuracy 0.769999980927, loop: 3720
percent test accuracy 0.777999997139, loop: 3730
percent test accuracy 0.777999997139, loop: 3740
percent test accuracy 0.77999997139, loop: 3750
percent test accuracy 0.777999997139, loop: 3760
percent test accuracy 0.77999997139, loop: 3770
percent test accuracy 0.773999989033, loop: 3780
percent test accuracy 0.77999997139, loop: 3790
percent test accuracy 0.777999997139, loop: 3800
percent test accuracy 0.777999997139, loop: 3810
percent test accuracy 0.777999997139, loop: 3820
percent test accuracy 0.776000022888, loop: 3830
percent test accuracy 0.776000022888, loop: 3840
percent test accuracy 0.773999989033, loop: 3850
percent test accuracy 0.777999997139, loop: 3860
percent test accuracy 0.777999997139, loop: 3870
percent test accuracy 0.769999980927, loop: 3880
percent test accuracy 0.773999989033, loop: 3890
percent test accuracy 0.77999997139, loop: 3900
percent test accuracy 0.777999997139, loop: 3910
percent test accuracy 0.77999997139, loop: 3920
percent test accuracy 0.776000022888, loop: 3930
percent test accuracy 0.777999997139, loop: 3940
percent test accuracy 0.77999997139, loop: 3950
percent test accuracy 0.769999980927, loop: 3960
percent test accuracy 0.772000014782, loop: 3970
percent test accuracy 0.776000022888, loop: 3980
percent test accuracy 0.777999997139, loop: 3990
percent test accuracy 0.773999989033, loop: 4000
percent test accuracy 0.77999997139, loop: 4010
percent test accuracy 0.777999997139, loop: 4020
percent test accuracy 0.782000005245, loop: 4030
percent test accuracy 0.77999997139, loop: 4040
percent test accuracy 0.772000014782, loop: 4050
percent test accuracy 0.777999997139, loop: 4060
percent test accuracy 0.773999989033, loop: 4070
percent test accuracy 0.773999989033, loop: 4080
percent test accuracy 0.777999997139, loop: 4090
percent test accuracy 0.777999997139, loop: 4100
percent test accuracy 0.773999989033, loop: 4110
percent test accuracy 0.773999989033, loop: 4120
percent test accuracy 0.773999989033, loop: 4130
percent test accuracy 0.772000014782, loop: 4140
percent test accuracy 0.773999989033, loop: 4150
percent test accuracy 0.772000014782, loop: 4160
percent test accuracy 0.776000022888, loop: 4170
percent test accuracy 0.77999997139, loop: 4180
percent test accuracy 0.777999997139, loop: 4190
percent test accuracy 0.77999997139, loop: 4200
percent test accuracy 0.776000022888, loop: 4210
percent test accuracy 0.777999997139, loop: 4220
percent test accuracy 0.782000005245, loop: 4230
percent test accuracy 0.782000005245, loop: 4240
percent test accuracy 0.782000005245, loop: 4250
percent test accuracy 0.776000022888, loop: 4260
percent test accuracy 0.772000014782, loop: 4270
percent test accuracy 0.77999997139, loop: 4280
percent test accuracy 0.777999997139, loop: 4290
percent test accuracy 0.783999979496, loop: 4300
percent test accuracy 0.786000013351, loop: 4310
percent test accuracy 0.77999997139, loop: 4320
percent test accuracy 0.777999997139, loop: 4330
percent test accuracy 0.786000013351, loop: 4340
percent test accuracy 0.782000005245, loop: 4350
percent test accuracy 0.786000013351, loop: 4360
percent test accuracy 0.783999979496, loop: 4370
percent test accuracy 0.783999979496, loop: 4380
percent test accuracy 0.777999997139, loop: 4390
percent test accuracy 0.77999997139, loop: 4400
percent test accuracy 0.783999979496, loop: 4410
percent test accuracy 0.782000005245, loop: 4420
percent test accuracy 0.782000005245, loop: 4430
percent test accuracy 0.782000005245, loop: 4440
percent test accuracy 0.783999979496, loop: 4450
percent test accuracy 0.782000005245, loop: 4460
percent test accuracy 0.783999979496, loop: 4470
percent test accuracy 0.782000005245, loop: 4480
percent test accuracy 0.77999997139, loop: 4490
percent test accuracy 0.776000022888, loop: 4500
percent test accuracy 0.776000022888, loop: 4510
percent test accuracy 0.77999997139, loop: 4520
percent test accuracy 0.77999997139, loop: 4530
percent test accuracy 0.777999997139, loop: 4540
percent test accuracy 0.776000022888, loop: 4550
percent test accuracy 0.782000005245, loop: 4560
percent test accuracy 0.77999997139, loop: 4570
percent test accuracy 0.769999980927, loop: 4580
percent test accuracy 0.769999980927, loop: 4590
percent test accuracy 0.777999997139, loop: 4600
percent test accuracy 0.777999997139, loop: 4610
percent test accuracy 0.776000022888, loop: 4620
percent test accuracy 0.776000022888, loop: 4630
percent test accuracy 0.772000014782, loop: 4640
percent test accuracy 0.77999997139, loop: 4650
percent test accuracy 0.782000005245, loop: 4660
percent test accuracy 0.783999979496, loop: 4670
percent test accuracy 0.777999997139, loop: 4680
percent test accuracy 0.777999997139, loop: 4690
percent test accuracy 0.776000022888, loop: 4700
percent test accuracy 0.768000006676, loop: 4710
percent test accuracy 0.77999997139, loop: 4720
percent test accuracy 0.777999997139, loop: 4730
percent test accuracy 0.773999989033, loop: 4740
percent test accuracy 0.773999989033, loop: 4750
percent test accuracy 0.773999989033, loop: 4760
percent test accuracy 0.782000005245, loop: 4770
percent test accuracy 0.77999997139, loop: 4780
percent test accuracy 0.782000005245, loop: 4790
percent test accuracy 0.782000005245, loop: 4800
percent test accuracy 0.77999997139, loop: 4810
percent test accuracy 0.773999989033, loop: 4820
percent test accuracy 0.772000014782, loop: 4830
percent test accuracy 0.772000014782, loop: 4840
percent test accuracy 0.772000014782, loop: 4850
percent test accuracy 0.773999989033, loop: 4860
percent test accuracy 0.773999989033, loop: 4870
percent test accuracy 0.776000022888, loop: 4880
percent test accuracy 0.776000022888, loop: 4890
percent test accuracy 0.772000014782, loop: 4900
percent test accuracy 0.777999997139, loop: 4910
percent test accuracy 0.777999997139, loop: 4920
percent test accuracy 0.77999997139, loop: 4930
percent test accuracy 0.773999989033, loop: 4940
percent test accuracy 0.777999997139, loop: 4950
percent test accuracy 0.77999997139, loop: 4960
percent test accuracy 0.776000022888, loop: 4970
percent test accuracy 0.776000022888, loop: 4980
percent test accuracy 0.776000022888, loop: 4990
percent test accuracy 0.776000022888, loop: 5000
